job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
blue-collar,married,basic,no,no,no,cellular,apr,thu,failure,no
blue-collar,married,unknown,no,no,no,cellular,apr,thu,nonexistent,no
blue-collar,married,unknown,no,yes,yes,cellular,apr,thu,failure,no
blue-collar,married,unknown,no,yes,no,cellular,apr,thu,nonexistent,no
student,single,unknown,unknown,no,no,cellular,apr,thu,failure,no
blue-collar,single,basic,no,yes,yes,cellular,apr,thu,failure,no
blue-collar,married,unknown,no,yes,no,cellular,apr,thu,failure,yes
student,single,unknown,unknown,no,yes,cellular,apr,thu,failure,no
blue-collar,married,basic,no,no,no,cellular,apr,thu,failure,no
student,single,university.degree,no,no,yes,cellular,apr,thu,nonexistent,yes
student,single,unknown,unknown,yes,no,cellular,apr,thu,failure,no
blue-collar,married,basic,no,no,no,cellular,apr,thu,failure,no
blue-collar,married,basic,no,no,yes,cellular,apr,thu,nonexistent,no
services,married,basic,no,yes,no,cellular,apr,thu,nonexistent,no
student,single,unknown,unknown,yes,no,cellular,apr,thu,failure,yes
blue-collar,married,unknown,unknown,yes,no,cellular,apr,thu,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,failure,no
entrepreneur,married,university.degree,unknown,no,no,cellular,apr,fri,nonexistent,no
management,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
blue-collar,single,basic,unknown,yes,no,telephone,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,fri,failure,no
admin,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,fri,failure,no
blue-collar,single,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,failure,no
admin,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,single,basic,no,no,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,unknown,yes,no,cellular,apr,fri,nonexistent,no
admin,married,university.degree,unknown,no,no,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
admin,divorced,high.school,no,no,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,unknown,yes,no,cellular,apr,fri,failure,no
blue-collar,married,unknown,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
student,single,unknown,no,yes,no,cellular,apr,fri,nonexistent,yes
management,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
technician,single,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
admin,divorced,unknown,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,no,yes,yes,cellular,apr,fri,nonexistent,no
services,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
entrepreneur,married,basic,no,yes,yes,cellular,apr,fri,nonexistent,no
self-employed,married,basic,no,no,no,cellular,apr,fri,failure,no
admin,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
student,married,university.degree,unknown,yes,no,telephone,apr,fri,nonexistent,no
entrepreneur,married,university.degree,no,no,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
services,married,high.school,unknown,no,no,cellular,apr,fri,failure,no
services,married,high.school,unknown,no,no,cellular,apr,fri,failure,no
technician,divorced,basic,no,yes,no,cellular,apr,fri,nonexistent,no
student,married,university.degree,unknown,no,no,cellular,apr,fri,failure,no
services,married,high.school,unknown,yes,yes,cellular,apr,fri,failure,no
retired,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
student,married,university.degree,unknown,yes,no,cellular,apr,fri,nonexistent,no
admin,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
entrepreneur,married,university.degree,no,yes,yes,cellular,apr,fri,nonexistent,no
admin,married,high.school,no,no,no,cellular,apr,fri,failure,no
admin,married,basic,no,yes,no,cellular,apr,fri,failure,no
admin,divorced,university.degree,no,yes,no,cellular,apr,fri,failure,no
technician,married,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,no,yes,yes,cellular,apr,fri,nonexistent,no
self-employed,married,basic,unknown,yes,no,cellular,apr,fri,nonexistent,no
management,single,university.degree,no,no,no,cellular,apr,fri,failure,no
management,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,failure,no
management,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,university.degree,no,no,no,cellular,apr,fri,nonexistent,yes
blue-collar,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
management,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,failure,no
management,single,university.degree,no,yes,no,cellular,apr,fri,nonexistent,yes
unemployed,married,basic,unknown,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
admin,divorced,high.school,no,no,no,cellular,apr,fri,failure,no
admin,married,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,failure,no
entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
services,single,high.school,no,yes,no,cellular,apr,fri,failure,no
technician,single,high.school,no,no,no,cellular,apr,fri,nonexistent,yes
unemployed,married,basic,unknown,yes,no,telephone,apr,fri,failure,no
services,married,basic,unknown,yes,no,cellular,apr,fri,nonexistent,no
self-employed,married,basic,no,yes,no,cellular,apr,fri,failure,no
admin,single,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,failure,no
services,single,high.school,unknown,yes,no,cellular,apr,fri,nonexistent,no
technician,single,university.degree,no,yes,no,cellular,apr,fri,failure,no
management,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
technician,single,university.degree,no,yes,no,cellular,apr,fri,failure,no
management,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,unknown,no,yes,cellular,apr,fri,failure,no
technician,married,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,divorced,basic,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,no,no,telephone,apr,fri,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,apr,fri,failure,yes
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
technician,divorced,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
technician,divorced,professional.course,no,yes,no,cellular,apr,fri,failure,no
student,single,unknown,no,yes,no,cellular,apr,fri,nonexistent,yes
technician,divorced,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
admin,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
technician,single,university.degree,no,yes,no,cellular,apr,fri,failure,no
entrepreneur,single,university.degree,no,yes,yes,cellular,apr,fri,failure,no
management,married,high.school,unknown,yes,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,nonexistent,no
admin,married,unknown,no,no,no,cellular,apr,fri,failure,yes
housemaid,divorced,university.degree,no,yes,yes,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,no,yes,cellular,apr,fri,failure,no
blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,yes,no,cellular,apr,fri,failure,no
management,married,university.degree,unknown,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,failure,no
management,married,university.degree,unknown,yes,no,cellular,apr,fri,failure,no
blue-collar,married,unknown,no,no,no,cellular,apr,fri,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,unknown,no,yes,cellular,apr,fri,nonexistent,no
management,married,university.degree,unknown,no,no,cellular,apr,fri,nonexistent,no
retired,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
entrepreneur,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,unknown,no,no,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,basic,unknown,no,yes,cellular,apr,fri,nonexistent,no
entrepreneur,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,yes,yes,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
admin,divorced,high.school,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,no,no,cellular,apr,fri,failure,no
admin,divorced,high.school,no,yes,yes,cellular,apr,fri,nonexistent,no
technician,married,professional.course,unknown,yes,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,failure,no
blue-collar,single,basic,unknown,no,no,cellular,apr,fri,failure,no
services,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,single,basic,unknown,no,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,no,no,no,cellular,apr,fri,failure,no
blue-collar,divorced,basic,no,yes,yes,cellular,apr,fri,nonexistent,no
retired,married,basic,no,yes,no,cellular,apr,fri,nonexistent,yes
blue-collar,married,high.school,no,yes,no,cellular,apr,fri,failure,no
management,married,university.degree,no,no,no,cellular,apr,fri,failure,no
admin,single,high.school,no,yes,yes,cellular,apr,fri,nonexistent,no
admin,divorced,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,unknown,yes,yes,cellular,apr,fri,nonexistent,no
admin,divorced,high.school,no,yes,no,cellular,apr,fri,nonexistent,yes
technician,divorced,professional.course,no,yes,no,cellular,apr,fri,failure,no
services,married,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
admin,divorced,unknown,no,no,no,cellular,apr,fri,nonexistent,no
technician,divorced,professional.course,no,no,no,cellular,apr,fri,failure,no
admin,married,high.school,unknown,unknown,unknown,cellular,apr,fri,nonexistent,no
unemployed,married,basic,unknown,yes,no,cellular,apr,fri,failure,no
management,married,university.degree,no,yes,yes,cellular,apr,fri,failure,no
unemployed,married,basic,unknown,no,no,cellular,apr,fri,failure,no
technician,single,high.school,no,no,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,high.school,no,no,no,cellular,apr,fri,failure,yes
technician,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
self-employed,divorced,university.degree,unknown,no,no,telephone,apr,fri,nonexistent,no
admin,married,university.degree,no,unknown,unknown,cellular,apr,fri,failure,no
blue-collar,married,professional.course,unknown,yes,no,cellular,apr,fri,failure,no
management,married,high.school,no,unknown,unknown,cellular,apr,fri,failure,no
management,married,high.school,no,no,yes,cellular,apr,fri,failure,no
technician,single,high.school,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,fri,failure,yes
student,single,unknown,no,yes,no,telephone,apr,fri,nonexistent,no
services,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
admin,married,professional.course,no,no,no,cellular,apr,fri,failure,no
blue-collar,divorced,basic,unknown,yes,no,cellular,apr,fri,nonexistent,no
technician,married,university.degree,no,no,no,cellular,apr,fri,failure,no
admin,married,high.school,no,no,no,cellular,apr,fri,nonexistent,no
management,married,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,high.school,unknown,unknown,unknown,cellular,apr,fri,failure,no
admin,married,high.school,no,yes,yes,cellular,apr,fri,failure,no
admin,single,university.degree,no,no,no,telephone,apr,fri,nonexistent,no
admin,single,university.degree,no,no,no,telephone,apr,fri,nonexistent,no
admin,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
services,single,high.school,no,no,no,cellular,apr,fri,failure,no
management,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,apr,fri,nonexistent,yes
technician,divorced,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,unknown,no,no,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,no,yes,no,telephone,apr,fri,nonexistent,no
student,single,unknown,no,no,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,yes,no,telephone,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,unknown,no,no,cellular,apr,fri,nonexistent,no
admin,divorced,university.degree,no,yes,no,cellular,apr,fri,nonexistent,yes
blue-collar,married,basic,unknown,no,no,cellular,apr,fri,failure,no
admin,married,high.school,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,telephone,apr,fri,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,apr,fri,failure,no
admin,divorced,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
management,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
admin,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
admin,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,apr,fri,nonexistent,yes
admin,single,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,unknown,no,yes,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,no,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,no,no,yes,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,apr,fri,nonexistent,no
entrepreneur,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
admin,single,university.degree,unknown,no,yes,cellular,apr,fri,nonexistent,yes
blue-collar,married,basic,no,yes,yes,cellular,apr,fri,nonexistent,no
services,married,high.school,unknown,yes,no,cellular,apr,fri,failure,no
technician,married,professional.course,unknown,no,no,cellular,apr,fri,failure,yes
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,no,yes,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,failure,no
services,married,high.school,unknown,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,yes,telephone,apr,fri,failure,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,yes,no,telephone,apr,fri,nonexistent,no
admin,single,university.degree,no,no,yes,cellular,apr,fri,nonexistent,no
technician,single,university.degree,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,fri,failure,no
admin,married,high.school,no,yes,yes,cellular,apr,fri,failure,no
technician,married,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
self-employed,married,university.degree,no,no,yes,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
blue-collar,married,professional.course,unknown,no,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,no,no,yes,cellular,apr,fri,failure,yes
technician,single,professional.course,no,yes,no,cellular,apr,fri,failure,no
services,divorced,basic,no,no,no,cellular,apr,fri,failure,no
technician,married,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,professional.course,unknown,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,professional.course,unknown,no,no,cellular,apr,fri,nonexistent,no
admin,married,university.degree,no,yes,yes,cellular,apr,fri,nonexistent,no
admin,married,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,no,yes,yes,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,failure,yes
management,married,university.degree,unknown,yes,no,telephone,apr,fri,nonexistent,no
blue-collar,divorced,basic,no,no,no,cellular,apr,fri,nonexistent,no
unemployed,single,basic,no,yes,no,cellular,apr,fri,nonexistent,no
self-employed,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
admin,single,professional.course,no,no,no,cellular,apr,fri,failure,no
admin,divorced,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,single,basic,no,yes,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,no,unknown,unknown,cellular,apr,fri,nonexistent,no
retired,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
student,single,unknown,no,yes,yes,cellular,apr,fri,nonexistent,no
management,married,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,unknown,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
unemployed,single,basic,no,yes,no,cellular,apr,fri,failure,no
blue-collar,single,basic,no,no,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
management,married,university.degree,no,yes,yes,cellular,apr,fri,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,apr,fri,failure,no
admin,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,unknown,no,yes,yes,cellular,apr,fri,nonexistent,no
services,married,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
entrepreneur,married,university.degree,no,no,yes,cellular,apr,fri,nonexistent,no
technician,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,failure,no
retired,married,high.school,no,no,no,cellular,apr,fri,success,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,failure,no
entrepreneur,married,university.degree,no,yes,yes,telephone,apr,fri,nonexistent,yes
blue-collar,divorced,basic,no,yes,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,no,no,cellular,apr,fri,failure,no
services,divorced,high.school,no,yes,yes,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
unemployed,married,basic,unknown,no,no,cellular,apr,fri,nonexistent,no
services,single,unknown,no,no,no,cellular,apr,fri,success,yes
blue-collar,married,unknown,no,no,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,no,yes,yes,cellular,apr,fri,nonexistent,no
admin,single,professional.course,no,yes,yes,cellular,apr,fri,nonexistent,no
self-employed,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,yes
technician,single,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,unknown,unknown,no,no,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,unknown,unknown,cellular,apr,fri,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,apr,fri,failure,no
admin,divorced,university.degree,no,yes,no,cellular,apr,fri,failure,no
admin,married,university.degree,no,unknown,unknown,cellular,apr,fri,failure,no
unemployed,divorced,high.school,no,yes,yes,cellular,apr,fri,failure,yes
technician,single,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
management,divorced,professional.course,no,yes,no,cellular,apr,fri,failure,no
admin,married,high.school,no,no,yes,cellular,apr,fri,failure,no
services,married,high.school,no,yes,yes,telephone,apr,fri,failure,no
self-employed,married,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,no,no,cellular,apr,fri,nonexistent,no
services,single,unknown,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,unknown,no,no,no,cellular,apr,fri,nonexistent,no
management,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
admin,married,unknown,no,no,no,cellular,apr,fri,nonexistent,no
services,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,single,unknown,no,yes,no,cellular,apr,fri,failure,no
admin,married,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
unemployed,married,basic,unknown,no,no,cellular,apr,fri,failure,no
blue-collar,unknown,basic,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,single,basic,unknown,no,no,cellular,apr,fri,failure,no
admin,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,yes
entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,yes,yes,cellular,apr,fri,nonexistent,no
services,single,high.school,unknown,yes,no,telephone,apr,fri,nonexistent,no
management,single,university.degree,unknown,yes,yes,cellular,apr,fri,nonexistent,no
admin,married,university.degree,no,no,no,cellular,apr,fri,nonexistent,yes
admin,single,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,yes
blue-collar,married,basic,no,no,no,cellular,apr,fri,failure,no
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
technician,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
blue-collar,married,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
technician,divorced,high.school,no,no,no,cellular,apr,fri,nonexistent,no
student,single,professional.course,no,yes,no,cellular,apr,fri,failure,no
admin,single,university.degree,no,no,no,cellular,apr,fri,nonexistent,yes
blue-collar,married,basic,no,no,no,cellular,apr,fri,failure,no
housemaid,divorced,high.school,unknown,no,no,cellular,apr,fri,nonexistent,no
management,married,professional.course,no,no,no,cellular,apr,fri,failure,no
housemaid,divorced,university.degree,no,unknown,unknown,cellular,apr,fri,failure,no
admin,divorced,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,fri,nonexistent,no
retired,single,unknown,no,yes,no,cellular,apr,fri,nonexistent,yes
admin,married,university.degree,unknown,yes,yes,cellular,apr,fri,nonexistent,no
technician,married,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
technician,married,university.degree,no,no,no,cellular,apr,fri,nonexistent,yes
admin,single,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
admin,divorced,high.school,no,no,no,cellular,apr,fri,nonexistent,no
admin,single,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
admin,single,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,yes,cellular,apr,fri,failure,no
admin,married,basic,no,yes,no,cellular,apr,fri,failure,no
blue-collar,married,basic,unknown,yes,no,cellular,apr,fri,failure,no
student,married,university.degree,no,no,yes,cellular,apr,fri,nonexistent,no
technician,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
admin,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
housemaid,married,university.degree,no,yes,no,telephone,apr,fri,failure,no
services,divorced,high.school,no,no,no,cellular,apr,fri,failure,no
technician,married,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
self-employed,single,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
management,married,professional.course,no,yes,no,cellular,apr,fri,failure,no
technician,single,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
services,single,high.school,no,no,no,cellular,apr,fri,failure,no
admin,married,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
admin,divorced,university.degree,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,no,no,cellular,apr,fri,nonexistent,no
services,married,high.school,no,no,no,cellular,apr,fri,nonexistent,no
unemployed,married,basic,unknown,yes,no,cellular,apr,fri,nonexistent,no
unemployed,married,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
technician,divorced,university.degree,no,no,yes,cellular,apr,fri,failure,no
technician,married,professional.course,unknown,no,no,cellular,apr,fri,nonexistent,no
student,single,unknown,no,yes,no,cellular,apr,fri,nonexistent,yes
blue-collar,married,basic,no,yes,no,cellular,apr,fri,nonexistent,no
admin,single,high.school,no,yes,no,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,no,no,yes,cellular,apr,fri,nonexistent,no
blue-collar,married,basic,unknown,no,no,telephone,apr,fri,nonexistent,no
admin,married,high.school,no,no,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,unknown,no,no,cellular,apr,fri,nonexistent,no
technician,single,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
housemaid,divorced,basic,no,no,no,cellular,apr,fri,nonexistent,no
technician,married,professional.course,no,no,no,cellular,apr,fri,nonexistent,no
entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,nonexistent,yes
services,single,professional.course,no,yes,no,cellular,apr,fri,nonexistent,no
technician,single,university.degree,no,no,no,cellular,apr,fri,nonexistent,no
admin,married,high.school,no,yes,no,cellular,apr,fri,failure,no
